COL,CP,TIPO PENSION,EDAD,MUNICIPIO,CIUDAD
VICENTE GUERRERO,34940,CE,53,Pueblo Nuevo,El Salto
HIPODROMO,34270,VI,52,Durango,Victoria de Durango
,00nan,,52,,
LA VICTORIA,34947,CE,52,Pueblo Nuevo,El Salto
FRACC BENITO JUAREZ,34167,CE,52,Durango,Victoria de Durango
EL SALTO,34940,CE,52,Pueblo Nuevo,El Salto
FRACC RINCONADAS HAMBURGO,35018,CE,51,Gómez Palacio,Gómez Palacio
FRACC. FIDEL VELAZQUEZ,35025,CE,51,Gómez Palacio,Gómez Palacio
COL. MIGUEL DE LA MADRID,34046,CE,50,Durango,Victoria de Durango
FRACC NUEVO CASTILLO,35015,CE,50,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34290,CE,50,Durango,Victoria de Durango
EJIDAL,34187,CE,50,Durango,Victoria de Durango
NUEVO LOS ALAMOS,35027,CE,50,Gómez Palacio,Gómez Palacio
"MIRAVALLE, FRACC",35015,CE,50,Gómez Palacio,Gómez Palacio
HUIZACHE I,34160,IN,49,Durango,Victoria de Durango
PLAN DE AYALA,34375,CE,49,Durango,
EJIDO LA TORREﾃ羨,35100,CE,49,Gómez Palacio,
20 DE NOVIEMBRE,35155,CE,49,Lerdo,Ciudad Lerdo
20 DE NOV,35155,CE,49,Lerdo,Ciudad Lerdo
OBREGON,34946,VO,48,Pueblo Nuevo,El Salto
DOM. CONOCIDO EJ. ESTACION VIﾃ薦DO,35141,CE,47,Gómez Palacio,
MAXIMO GAMIZ,34230,CE,47,Durango,Victoria de Durango
CINCO DE MAYO,35168,CE,46,Lerdo,Ciudad Lerdo
FRACC HUIZACHE1,34160,CE,46,Durango,Victoria de Durango
FRACC HUIZACHE 1,34160,CE,46,Durango,Victoria de Durango
MORELOS NORTE,34016,VO,46,Durango,Victoria de Durango
CENTRO,35000,CE,45,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,45,Gómez Palacio,Gómez Palacio
CENTRO,35700,CE,45,Nazas,
CENTRO,35000,IN,45,Gómez Palacio,Gómez Palacio
VELARDEﾃ羨,35810,VI,44,Cuencamé,
SAN FELIPE DGO,35118,CE,44,Gómez Palacio,
LOPEZ PORTILLO,35026,CE,44,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,CE,43,Durango,Victoria de Durango
EJIDO VENECIA,35141,CE,43,Gómez Palacio,
FRACC. DEL VALLE,35025,CE,42,Gómez Palacio,Gómez Palacio
IV CENTENARIO,34150,IN,41,Durango,Victoria de Durango
GABINO SANTILLAN,34308,VI,40,Durango,
20 DE NOVIEMBRE,34234,CE,38,Durango,Victoria de Durango
MIRAVALLE,35015,IG,38,Gómez Palacio,Gómez Palacio
LAS FLORES,35155,CE,36,Lerdo,Ciudad Lerdo
LUCIO CABAﾃ羨S,34140,IPP,36,Durango,Victoria de Durango
BRISAS DEL SUR,35153,CE,35,Lerdo,Ciudad Lerdo
LOPEZ PORTILLO,35026,VI,34,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,IN,34,Durango,Victoria de Durango
EJ 19 DE OCTUBRE (JOLO),35135,VI,33,Gómez Palacio,
FRACC LA HACIENDA,34238,CE,33,Durango,Victoria de Durango
HIPODROMO,34270,CE,33,Durango,Victoria de Durango
HIPODROMO,34270,CE,33,Durango,Victoria de Durango
SAN MIGUEL,34124,VE,32,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,IN,32,Gómez Palacio,Gómez Palacio
FRACC BUGAMBILIAS,35018,IN,29,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,IN,29,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,IN,29,Gómez Palacio,Gómez Palacio
FRACC VILLAS DEL GUADIANA II,34224,CE,28,Durango,Victoria de Durango
SAN JOSE AVINO,34780,IN,28,Pánuco de Coronado,Francisco I. Madero
SANTA ROSA,35040,VI,56,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,CE,51,Gómez Palacio,Gómez Palacio
LAS MASITAS DGO,35115,CE,49,Gómez Palacio,
RIC DEL PARQUE,35079,CE,49,Gómez Palacio,Gómez Palacio
JERUSALEM,35067,CE,46,Gómez Palacio,Gómez Palacio
VILLA JARDIN,35168,VO,44,Lerdo,Ciudad Lerdo
FRACC. DOCTORES,35157,CE,44,Lerdo,Ciudad Lerdo
CENTRO,35000,CE,43,Gómez Palacio,Gómez Palacio
EJIDO PUENTE LA TORREﾃ羨,35100,VE,40,Gómez Palacio,
VELARDEﾃ羨,35810,IPP,37,Cuencamé,
SANTA ROSALIA,35044,IN,33,Gómez Palacio,Gómez Palacio
CENTROQ,35150,CE,36,Lerdo,Ciudad Lerdo
MAYAGOITIA,35157,CE,35,Lerdo,Ciudad Lerdo
EUREKA,35111,IPP,43,Gómez Palacio,
FRACC. DOMINGO ARRIETA,34180,VE,55,Durango,Victoria de Durango
LA ARBOLEDA,34180,CE,42,Durango,Victoria de Durango
MAXIMO GAMIZ,34230,IPP,15,Durango,Victoria de Durango
FRACC FORESTAL,34217,VE,46,Durango,Victoria de Durango
MIGUEL HIDALGO,35049,VI,90,Gómez Palacio,Gómez Palacio
8 DE SEPTIEMBRE,34196,CE,52,Durango,Victoria de Durango
PEDRICEﾃ羨,35817,IPP,12,Cuencamé,
COL. SANTA FE,34240,VE,61,Durango,Victoria de Durango
FRACC. CASTELLANOS,35057,VI,60,Gómez Palacio,Gómez Palacio
REVOLUCION,34890,VE,58,Vicente Guerrero,Vicente Guerrero
FRACC. FIDEL VELAZQUEZ,35025,VI,56,Gómez Palacio,Gómez Palacio
LOC PASTOR ROUAIX,35133,VO,53,Gómez Palacio,
FRACC. FIDEL VELAZQUEZ,35025,CE,53,Gómez Palacio,Gómez Palacio
LAS ROSAS,35090,VI,52,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,52,Gómez Palacio,Gómez Palacio
EL SALTO,34940,CE,52,Pueblo Nuevo,El Salto
EL ALACRAN,34167,CE,51,Durango,Victoria de Durango
COL. FCO ZARCO,34210,CE,51,Durango,Victoria de Durango
POB PRIMERO DE MAYO,34317,CE,51,Durango,
FRACC. RAFAEL CASTELLANOS,35029,CE,51,Gómez Palacio,Gómez Palacio
LOC NOE,35136,VI,50,Gómez Palacio,
COL. MIGUEL DE LA MADRID,34046,CE,50,Durango,Victoria de Durango
LA ESPERANZA,35020,CE,50,Gómez Palacio,Gómez Palacio
FILADELFIA,35010,CE,50,Gómez Palacio,Gómez Palacio
"MIRAVALLE, FRACC",35015,CE,50,Gómez Palacio,Gómez Palacio
FRACC. EL DORADO,35028,CE,49,Gómez Palacio,Gómez Palacio
LOC. EL SACRIFICIO,35185,CE,48,Lerdo,
FRACC. BOSQUE REAL,35029,CE,48,Gómez Palacio,Gómez Palacio
LOPEZ PORTILLO,34010,CE,48,Durango,Victoria de Durango
LOS SAUCES,34164,VO,45,Durango,Victoria de Durango
FRACC LOS ALAMOS,34299,CE,45,Durango,Victoria de Durango
INDEPENDENCIA Y LEBERTAD,34317,CE,44,Durango,
LOPEZ PORTILLO,35026,CE,44,Gómez Palacio,Gómez Palacio
LAS PALMAS,34014,CE,44,Durango,Victoria de Durango
CIPRES DE LA TINAJA,34017,IN,44,Durango,Victoria de Durango
ZONA CENTRO,34000,VI,43,Durango,Victoria de Durango
FRACC VILLAS DEL GUADIANA III,34224,CE,43,Durango,Victoria de Durango
IV CENTENARIO,34150,IN,41,Durango,Victoria de Durango
,00nan,,39,,
BERMEJILLO,35230,IN,39,Mapimí,
20 DE NOVIEMBRE,34234,CE,38,Durango,Victoria de Durango
BELLA VISTA,34047,IN,38,Durango,Victoria de Durango
HACIENDA DE TAPIAS,34305,IN,38,Durango,
FRACC HDA DE TAPIAS,34305,IN,38,Durango,
FRACC. FIDEL VELAZQUEZ,35025,CE,36,Gómez Palacio,Gómez Palacio
FRACC CANELAS,34290,IN,36,Durango,Victoria de Durango
PEDRICEﾃ羨,35817,IPP,35,Cuencamé,
COL. JOSE REVUELTAS,34219,IN,34,Durango,Victoria de Durango
CENTRO,35800,CE,33,Cuencamé,
FRACC SAN VICENTE,35015,CE,31,Gómez Palacio,Gómez Palacio
ESPAﾃ羨,34647,CE,29,Santiago Papasquiaro,Santiago Papasquiaro
SIN NOMBRE,35111,IPP,29,Gómez Palacio,
SAN JOSE AVINO,34780,IN,28,Pánuco de Coronado,Francisco I. Madero
CENTRO,35700,IN,22,Nazas,
SANTA ROSA,35040,VI,56,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,CE,52,Gómez Palacio,Gómez Palacio
NUEVO HIPODROMO,32685,CE,50,,
EJIDO PUENTE LA TORREﾃ羨,35100,VE,40,Gómez Palacio,
20 DE NOVIEMBRE,35155,VO,38,Lerdo,Ciudad Lerdo
COL. ARTURO GAMIZ,34218,CE,46,Durango,Victoria de Durango
MAYAGOITIA,35157,CE,35,Lerdo,Ciudad Lerdo
DOM CONOCIDO,35103,CE,44,Gómez Palacio,
COL. VILLA DE GUADALUPE,34040,IPP,25,Durango,Victoria de Durango
FRACC JARDINES DE SAN ANTONIO,34227,IPP,21,Durango,Victoria de Durango
HIDALGO,34310,IN,12,Durango,
AZTECA,34942,VI,66,Pueblo Nuevo,El Salto
DIVISIN DEL NORTE,34140,VI,62,Durango,Victoria de Durango
NUEVO DURANGO,34280,VI,59,Durango,Victoria de Durango
HECOR MAYAGOITIA DOMINGEZ,34010,VE,56,Durango,Victoria de Durango
HIPODROMO,34270,VI,52,Durango,Victoria de Durango
FRACC HUIZACHE 1,34160,VI,52,Durango,Victoria de Durango
FRACC BENITO JUAREZ,34167,CE,52,Durango,Victoria de Durango
FRACCIONAMIENTO NIﾃ前S HEROES DE CHAPULTEPEC,34187,CE,52,Durango,Victoria de Durango
FRACC NIﾃ前S HEROES DE CHAPULTEPEC,34187,CE,52,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,CE,51,Durango,Victoria de Durango
FRACC. FIDEL VELAZQUEZ,35025,CE,51,Gómez Palacio,Gómez Palacio
TIERRA Y LIBERTAD,34127,CE,50,Durango,Victoria de Durango
FRACC. CANELAS,34290,CE,50,Durango,Victoria de Durango
EJIDO LA TORREﾃ羨,35100,CE,49,Gómez Palacio,
FCO GONZALEZ DE LA VEGA,35030,CE,48,Gómez Palacio,Gómez Palacio
AZTECA,34190,VE,47,Durango,Victoria de Durango
AZTECA,34190,VE,47,Durango,Victoria de Durango
RAFAEL CASTELLANOS,35029,CE,47,Gómez Palacio,Gómez Palacio
FRACC GUADALUPE VICTORIA INFONAVIT,34220,CE,47,Durango,Victoria de Durango
FCO. ZARCO,35058,CE,46,Gómez Palacio,Gómez Palacio
CINCO DE MAYO,35168,CE,46,Lerdo,Ciudad Lerdo
FIDEL VELAZQUEZ I,34229,CE,46,Durango,Victoria de Durango
VIﾃ薦DO DGO,35141,CE,45,Gómez Palacio,
LOS SAUCES,34164,VO,45,Durango,Victoria de Durango
CENTRO,35000,IN,45,Gómez Palacio,Gómez Palacio
LAS PALMAS,34014,CE,44,Durango,Victoria de Durango
FRACC HUIZACHE 2,34160,VI,44,Durango,Victoria de Durango
FRACC. SANTA ROSA,35069,IPP,44,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,CE,43,Durango,Victoria de Durango
LOC. ROJO GOMEZ,35150,IN,42,Lerdo,Ciudad Lerdo
GUANACEVI,35400,CE,40,Guanaceví,
HECTOR MAYAGOITIA DOMINGUEZ,34010,CE,38,Durango,Victoria de Durango
HECTOR MAYAGOITIA DOMINGUEZ,34010,CE,38,Durango,Victoria de Durango
BELLA VISTA,34047,IN,38,Durango,Victoria de Durango
BELLA VISTA,34047,IN,38,Durango,Victoria de Durango
COL. HECTOR M DOMINGUEZ,34010,VE,37,Durango,Victoria de Durango
PEDRICEﾃ羨,35817,IPP,35,Cuencamé,
COL. JOSE REVUELTAS,34219,IN,34,Durango,Victoria de Durango
HIPODROMO,34270,CE,33,Durango,Victoria de Durango
FRACC CANELAS,34290,CE,32,Durango,Victoria de Durango
NUEVO SAN DIEGO,34630,IPP,32,Santiago Papasquiaro,Santiago Papasquiaro
FRACC. MIRAVALLE,35015,IN,29,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,IN,29,Gómez Palacio,Gómez Palacio
VILLA JUAREZ,35180,VO,61,Lerdo,
LOC. SAN CARLOS,35180,CE,50,Lerdo,
LAS MASITAS DGO,35115,CE,49,Gómez Palacio,
VILLA JARDIN,35168,VO,44,Lerdo,Ciudad Lerdo
20 DE NOVIEMBRE,35155,VO,38,Lerdo,Ciudad Lerdo
EJIDAL,34409,VI,67,,
FRANCISCO PEREZ RIOS,35077,VI,62,Gómez Palacio,Gómez Palacio
COL. ARTURO GAMIZ,34218,CE,46,Durango,Victoria de Durango
SANTA ROSALIA,35044,IN,33,Gómez Palacio,Gómez Palacio
DOM. CONOCIDO EJ. LA POPULAR,35130,CE,46,Gómez Palacio,
DOM. CONOCIDO EJ. LA POPULAR,35130,CE,46,Gómez Palacio,
DOM. CONOCIDO EJ. LA POPULAR,35130,CE,46,Gómez Palacio,
DOM. CONOCIDO EJ. LA POPULAR,35130,CE,46,Gómez Palacio,
LA ARBOLEDA,34180,CE,42,Durango,Victoria de Durango
VELARDEﾃ羨,35810,AS,40,Cuencamé,
VALLE DEL NAZAS,35070,VI,12,Gómez Palacio,Gómez Palacio
8 DE SEPTIEMBRE,34196,CE,52,Durango,Victoria de Durango
LA TAPEXTLE,34956,CE,46,Pueblo Nuevo,
NUEVA ERA,22940,IPP,40,,
COL. VILLA DE GUADALUPE,34040,IPP,25,Durango,Victoria de Durango
CENTRO,35000,IN,22,Gómez Palacio,Gómez Palacio
FRACC JOYAS DEL VALLE,34237,IN,19,Durango,Victoria de Durango
HIDALGO,34310,IN,12,Durango,
PEDRICEﾃ羨,35817,IPP,12,Cuencamé,
DIVISIN DEL NORTE,34140,VI,62,Durango,Victoria de Durango
COL. SANTA FE,34240,VE,61,Durango,Victoria de Durango
VALLE DEL GUADIANA,34166,VI,59,Durango,Victoria de Durango
NUEVO DURANGO,34280,VI,59,Durango,Victoria de Durango
REVOLUCION,34890,VE,58,Vicente Guerrero,Vicente Guerrero
FRACC VILLAS DEL GUADIANA II,34224,CE,57,Durango,Victoria de Durango
FRACC. FIDEL VELAZQUEZ,35025,VI,56,Gómez Palacio,Gómez Palacio
HECOR MAYAGOITIA DOMINGEZ,34010,VE,56,Durango,Victoria de Durango
FRANCISCO ZARCO,35050,VE,55,Gómez Palacio,Gómez Palacio
CONOCIDA,34697,VE,55,San Dimas,
FRACC. JOYAS DEL VALLE,34237,VI,54,Durango,Victoria de Durango
FARCC. HUIZACHE 2,34160,VI,53,Durango,Victoria de Durango
FRACC FIDEL VELAZQUEZ I,34229,VI,53,Durango,Victoria de Durango
LOC PASTOR ROUAIX,35133,VO,53,Gómez Palacio,
FRACC. FIDEL VELAZQUEZ,35025,CE,53,Gómez Palacio,Gómez Palacio
HIPODROMO,34270,VI,52,Durango,Victoria de Durango
INFONAVIT,34893,CE,52,Vicente Guerrero,Vicente Guerrero
FRACC HUIZACHE 1,34160,VI,52,Durango,Victoria de Durango
FRACC VALLE DEL TAGARETE,34638,VI,52,Santiago Papasquiaro,Santiago Papasquiaro
CENTRO,35000,CE,52,Gómez Palacio,Gómez Palacio
FRACC BENITO JUAREZ,34167,CE,52,Durango,Victoria de Durango
EL SALTO,34940,CE,52,Pueblo Nuevo,El Salto
FRACCIONAMIENTO NIﾃ前S HEROES DE CHAPULTEPEC,34187,CE,52,Durango,Victoria de Durango
EL ALACRAN,34167,CE,51,Durango,Victoria de Durango
COL. FCO ZARCO,34210,CE,51,Durango,Victoria de Durango
COL. FCO ZARCO,34210,CE,51,Durango,Victoria de Durango
FRACC. RAFAEL CASTELLANOS,35029,CE,51,Gómez Palacio,Gómez Palacio
COL. MIGUEL DE LA MADRID,34046,CE,50,Durango,Victoria de Durango
SAN MIGUEL DE MARAVILLAS,34330,CE,50,Durango,
TIERRA Y LIBERTAD,34127,CE,50,Durango,Victoria de Durango
FRACC NUEVO CASTILLO,35015,CE,50,Gómez Palacio,Gómez Palacio
MIGUEL DE LA MADRID,35015,CE,50,Gómez Palacio,Gómez Palacio
NUEVO LOS ALAMOS,35027,CE,50,Gómez Palacio,Gómez Palacio
LA ESPERANZA,35020,CE,50,Gómez Palacio,Gómez Palacio
FILADELFIA,35010,CE,50,Gómez Palacio,Gómez Palacio
"MIRAVALLE, FRACC",35015,CE,50,Gómez Palacio,Gómez Palacio
HUIZACHE I,34160,IN,49,Durango,Victoria de Durango
EJIDO LA TORREﾃ羨,35100,CE,49,Gómez Palacio,
LOC. EL SACRIFICIO,35185,CE,48,Lerdo,
FRACC. BOSQUE REAL,35029,CE,48,Gómez Palacio,Gómez Palacio
AZTECA,34190,VE,47,Durango,Victoria de Durango
NUEVO REFUGIO,35029,CE,47,Gómez Palacio,Gómez Palacio
CINCO DE MAYO,35168,CE,46,Lerdo,Ciudad Lerdo
BARR ANALCO,34138,CE,46,Durango,Victoria de Durango
MORELOS NORTE,34016,VO,46,Durango,Victoria de Durango
SANTA ROSA,35040,IPP,46,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,45,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,45,Gómez Palacio,Gómez Palacio
LOS SAUCES,34164,VO,45,Durango,Victoria de Durango
CENTRO,35000,IN,45,Gómez Palacio,Gómez Palacio
SAN JERONIMO,34956,VI,45,Pueblo Nuevo,
VELARDEﾃ羨,35810,VI,44,Cuencamé,
DIEZ DE ABRIL,34634,CE,44,Santiago Papasquiaro,Santiago Papasquiaro
INDEPENDENCIA Y LEBERTAD,34317,CE,44,Durango,
LOPEZ PORTILLO,35026,CE,44,Gómez Palacio,Gómez Palacio
LAS PALMAS,34014,CE,44,Durango,Victoria de Durango
CIPRES DE LA TINAJA,34017,IN,44,Durango,Victoria de Durango
FRANCISCO ZARCO,35050,IPP,44,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,VI,43,Durango,Victoria de Durango
BENJAMIN MENDEZ,34020,CE,43,Durango,Victoria de Durango
EJIDO VENECIA,35141,CE,43,Gómez Palacio,
FRACC VILLAS DEL GUADIANA III,34224,CE,43,Durango,Victoria de Durango
FRACC VILLAS DEL GUADIANA IV,34224,CE,43,Durango,Victoria de Durango
FRACC. DEL VALLE,35025,CE,42,Gómez Palacio,Gómez Palacio
JOSE LOPEZ PORTILLO,35026,IN,42,Gómez Palacio,Gómez Palacio
IV CENTENARIO,34150,IN,41,Durango,Victoria de Durango
LOS MANZANOS,34409,CE,40,,
,00nan,,39,,
BERMEJILLO,35230,IN,39,Mapimí,
20 DE NOVIEMBRE,34234,CE,38,Durango,Victoria de Durango
HECTOR MAYAGOITIA DOMINGUEZ,34010,CE,38,Durango,Victoria de Durango
EL SALTO,34940,IN,38,Pueblo Nuevo,El Salto
EL SALTO,34940,IN,38,Pueblo Nuevo,El Salto
EL SALTO,34940,IN,38,Pueblo Nuevo,El Salto
EL SALTO,34940,IN,38,Pueblo Nuevo,El Salto
BELLA VISTA,34047,IN,38,Durango,Victoria de Durango
HACIENDA DE TAPIAS,34305,IN,38,Durango,
FRACC HDA DE TAPIAS,34305,IN,38,Durango,
COL. HECTOR M DOMINGUEZ,34010,VE,37,Durango,Victoria de Durango
LAS FLORES,35155,CE,36,Lerdo,Ciudad Lerdo
FRACC. FIDEL VELAZQUEZ,35025,CE,36,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,IN,36,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,IPT,36,Gómez Palacio,Gómez Palacio
LUCIO CABAﾃ羨S,34140,IPP,36,Durango,Victoria de Durango
PEDRICEﾃ羨,35817,IPP,35,Cuencamé,
LOPEZ PORTILLO,35026,VI,34,Gómez Palacio,Gómez Palacio
COL. JOSE REVUELTAS,34219,IN,34,Durango,Victoria de Durango
EJ 19 DE OCTUBRE (JOLO),35135,VI,33,Gómez Palacio,
CENTRO,35800,CE,33,Cuencamé,
HIPODROMO,34270,CE,33,Durango,Victoria de Durango
SAN MIGUEL,34124,VE,32,Durango,Victoria de Durango
NUEVO SAN DIEGO,34630,IPP,32,Santiago Papasquiaro,Santiago Papasquiaro
FRACC SAN VICENTE,35015,CE,31,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO,35066,IPP,31,Gómez Palacio,Gómez Palacio
SIN NOMBRE,35111,IPP,29,Gómez Palacio,
CENTRO,35200,IN,29,Mapimí,
FRACC VILLAS DEL GUADIANA II,34224,CE,28,Durango,Victoria de Durango
VILLAS DEL GUADIANA II,34224,CE,28,Durango,Victoria de Durango
SAN JOSE AVINO,34780,IN,28,Pánuco de Coronado,Francisco I. Madero
CENTRO,35700,IN,22,Nazas,
VILLA JUAREZ,35180,VO,61,Lerdo,
SANTA ROSA,35040,VI,56,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA,35060,CE,52,Gómez Palacio,Gómez Palacio
SANTA ROSALIA,35044,CE,50,Gómez Palacio,Gómez Palacio
LOC. SAN CARLOS,35180,CE,50,Lerdo,
LAS MASITAS DGO,35115,CE,49,Gómez Palacio,
RIC DEL PARQUE,35079,CE,49,Gómez Palacio,Gómez Palacio
VILLA JARDIN,35168,VO,44,Lerdo,Ciudad Lerdo
EJIDO PUENTE LA TORREﾃ羨,35100,VE,40,Gómez Palacio,
20 DE NOVIEMBRE,35155,VO,38,Lerdo,Ciudad Lerdo
FRANCISCO PEREZ RIOS,35077,VI,62,Gómez Palacio,Gómez Palacio
COL. ARTURO GAMIZ,34218,CE,46,Durango,Victoria de Durango
ZONA CENTRO,34000,VI,70,Durango,Victoria de Durango
CENTROQ,35150,CE,36,Lerdo,Ciudad Lerdo
MAYAGOITIA,35157,CE,35,Lerdo,Ciudad Lerdo
FRACC. DOMINGO ARRIETA,34180,VE,55,Durango,Victoria de Durango
LA ARBOLEDA,34180,CE,42,Durango,Victoria de Durango
MAXIMO GAMIZ,34230,IPP,15,Durango,Victoria de Durango
MAXIMO GAMIZ,34230,IPP,15,Durango,Victoria de Durango
DOM CONOCIDO,35103,CE,44,Gómez Palacio,
JOSE MARTI,34175,CE,42,Durango,Victoria de Durango
MIGUEL HIDALGO,35049,VI,90,Gómez Palacio,Gómez Palacio
MAYAGOITIA,34010,VE,81,Durango,Victoria de Durango
8 DE SEPTIEMBRE,34196,CE,52,Durango,Victoria de Durango
FRACC JOYAS DEL VALLE,34237,IN,19,Durango,Victoria de Durango
INDEPENDENCIA,34646,IPP,17,Santiago Papasquiaro,Santiago Papasquiaro
FRACC SAN MARCOS,34225,VE,65,Durango,Victoria de Durango
DIVISIN DEL NORTE,34140,VI,62,Durango,Victoria de Durango
JOSE LOPEZ PORTILLO,34010,VI,61,Durango,Victoria de Durango
FRACC. CASTELLANOS,35057,VI,60,Gómez Palacio,Gómez Palacio
VALLE DEL GUADIANA,34166,VI,59,Durango,Victoria de Durango
REVOLUCION,34890,VE,58,Vicente Guerrero,Vicente Guerrero
DIVICION DEL NORTE,34140,VI,58,Durango,Victoria de Durango
FRACC. FIDEL VELAZQUEZ,35025,VI,56,Gómez Palacio,Gómez Palacio
FARCC. HUIZACHE 2,34160,VI,53,Durango,Victoria de Durango
LOC PASTOR ROUAIX,35133,VO,53,Gómez Palacio,
COYOTES,34950,VE,53,Pueblo Nuevo,
COL. SANTA MARIA,34050,VI,53,Durango,Victoria de Durango
HIPODROMO,34270,VI,52,Durango,Victoria de Durango
LAS ROSAS,35090,VI,52,Gómez Palacio,Gómez Palacio
BENITO JUAREZ,34400,VE,52,Canatlán,
INFONAVIT,34893,CE,52,Vicente Guerrero,Vicente Guerrero
FRACC HUIZACHE 1,34160,VI,52,Durango,Victoria de Durango
VILLAS EL REFUGIO,35023,CE,52,Gómez Palacio,Gómez Palacio
FRACC NIﾃ前S HEROES DE CHAPULTEPEC,34187,CE,52,Durango,Victoria de Durango
COL. FCO ZARCO,34210,CE,51,Durango,Victoria de Durango
SANTA ROSA,35040,CE,51,Gómez Palacio,Gómez Palacio
EL NAYAR,34330,CE,51,Durango,
VILLA JARDIN,35168,CE,51,Lerdo,Ciudad Lerdo
FRACC. RAFAEL CASTELLANOS,35029,CE,51,Gómez Palacio,Gómez Palacio
FRACC NUEVO CASTILLO,35015,CE,50,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34290,CE,50,Durango,Victoria de Durango
NUEVO LOS ALAMOS,35027,CE,50,Gómez Palacio,Gómez Palacio
LA ESPERANZA,35020,CE,50,Gómez Palacio,Gómez Palacio
FILADELFIA,35010,CE,50,Gómez Palacio,Gómez Palacio
HUIZACHE I,34160,IN,49,Durango,Victoria de Durango
EJIDO LA LUZ,35183,CE,49,Lerdo,
FRANCISCO ZARCO,35050,CE,49,Gómez Palacio,Gómez Palacio
CERRO DE LA CRUZ,35154,VI,49,Lerdo,Ciudad Lerdo
LOC. SAN JACINTO,35175,CE,49,Lerdo,
20 DE NOV,35155,CE,49,Lerdo,Ciudad Lerdo
FCO GONZALEZ DE LA VEGA,35030,CE,48,Gómez Palacio,Gómez Palacio
LOC. EL SACRIFICIO,35185,CE,48,Lerdo,
LOPEZ PORTILLO,34010,CE,48,Durango,Victoria de Durango
RAFAEL CASTELLANOS,35029,CE,47,Gómez Palacio,Gómez Palacio
MAXIMO GAMIZ,34230,CE,47,Durango,Victoria de Durango
STA FE,34240,VI,47,Durango,Victoria de Durango
STA FE,34240,VI,47,Durango,Victoria de Durango
FCO. ZARCO,35058,CE,46,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ I,34229,CE,46,Durango,Victoria de Durango
BARR ANALCO,34138,CE,46,Durango,Victoria de Durango
LOC SAN ROQUE,35107,CE,46,Gómez Palacio,
ALTAMIRA,34630,CE,45,Santiago Papasquiaro,Santiago Papasquiaro
VIﾃ薦DO DGO,35141,CE,45,Gómez Palacio,
CENTRO,35000,CE,45,Gómez Palacio,Gómez Palacio
FRACC LOS ALAMOS,34299,CE,45,Durango,Victoria de Durango
CENTRO,35000,IN,45,Gómez Palacio,Gómez Palacio
RUBEN JARAMILLO,35040,IN,45,Gómez Palacio,Gómez Palacio
SAN JERONIMO,34956,VI,45,Pueblo Nuevo,
VELARDEﾃ羨,35810,VI,44,Cuencamé,
CENTRO,35000,CE,44,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,CE,44,Durango,Victoria de Durango
FRACC. SANTA ROSA,35069,IPP,44,Gómez Palacio,Gómez Palacio
CIPRES DE LA TINAJA,34017,IN,44,Durango,Victoria de Durango
FRANCISCO ZARCO,35050,IPP,44,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,VI,43,Durango,Victoria de Durango
BENJAMIN MENDEZ,34020,CE,43,Durango,Victoria de Durango
EJIDO VENECIA,35141,CE,43,Gómez Palacio,
FRACC. FCO. I MADERO,34159,CE,43,Durango,Victoria de Durango
FRACC. DEL VALLE,35025,CE,42,Gómez Palacio,Gómez Palacio
VILLA JARDIN,35168,IN,42,Lerdo,Ciudad Lerdo
LOC. ROJO GOMEZ,35150,IN,42,Lerdo,Ciudad Lerdo
JOSE LOPEZ PORTILLO,35026,IN,42,Gómez Palacio,Gómez Palacio
MENDEZ ARCEO,34028,IN,42,Durango,Victoria de Durango
5 DE MAYO,35040,IPP,41,Gómez Palacio,Gómez Palacio
UNIVERSAL,34165,VI,40,Durango,Victoria de Durango
GUANACEVI,35400,CE,40,Guanaceví,
LOS MANZANOS,34409,CE,40,,
LOS MANZANOS,34409,CE,40,,
BERMEJILLO,35230,IN,39,Mapimí,
MIRAVALLE,35015,CE,38,Gómez Palacio,Gómez Palacio
